Record_ID,HTS_Code,Product_Description,Company,Country_of_Origin,Country_Code,Material_Cost_USD,Tariff_Rate_Percent,Tariff_Amount_USD,MPF_USD,Other_Fees_USD,Landed_Cost_USD,Material_Composition,Primary_Material,Quantity,Unit_Price_USD,Total_Value_USD,Import_Date,Port_of_Entry,FTA_Applicable,Alternative_Country,Potential_Savings_Percent,Potential_Savings_USD,Risk_Level,Compliance_Status,Last_Updated
TR000086,6217.10.1000,Accessories of apparel,Ferrari N.V.,Vietnam,VN,13.07,6.86,0.9,0.05,1.78,15.8,"62.9% Rubber, 37.1% Plastic",Rubber,7038,13.07,92014.58,2024-07-03,"Houston, TX",No,Indonesia,0.0,0.0,Low,Non-Compliant,2025-07-18 11:51:22
TR000087,8310.00.0000,"Sign-plates, name-plates, address-plates and similar plates",Audi AG,Brazil,BR,106.08,16.79,17.81,0.37,0.3,124.55,"63.4% Glass, 36.6% Plastic",Glass,9680,106.08,1026885.5,2024-05-22,"Miami, FL",CPTPP,Italy,12.69,130284.81,Medium,Non-Compliant,2025-07-18 11:51:22
TR000088,7117.11.0000,Cuff links and studs of base metal,Ernst & Young,Philippines,PH,142.11,10.51,14.93,0.49,2.47,160.01,"90.1% Glass, 9.9% Cotton",Glass,3241,142.11,460590.38,2023-12-12,"New York, NY",No,Taiwan,0.0,0.0,Medium,Compliant,2025-07-18 11:51:22
TR000089,9401.80.4016,Seats with wooden frames,Walmart Inc.,Malaysia,MY,106.37,6.95,7.39,0.37,1.26,115.39,"75.1% Rubber, 24.9% Glass",Rubber,4286,106.37,455915.06,2023-12-22,"Long Beach, CA",No,Germany,3.75,17075.1,Medium,Non-Compliant,2025-07-18 11:51:22
TR000090,6211.32.0040,"Track suits, ski suits and swimwear of cotton",Unilever,Philippines,PH,65.45,6.62,4.33,0.23,0.71,70.72,"76.2% Cotton, 23.8% Steel",Cotton,3809,65.45,249301.15,2024-05-30,"Houston, TX",CPTPP,Mexico,4.52,11259.84,High,Compliant,2025-07-18 11:51:22
TR000091,3304.30.0000,Manicure or pedicure preparations,Costco Wholesale,Japan,JP,8.92,2.56,0.23,0.03,0.39,9.56,"64.7% Plastic, 35.3% Nylon",Plastic,9676,8.92,86284.18,2024-02-04,"Charleston, SC",No,Indonesia,0.0,0.0,Low,Compliant,2025-07-18 11:51:22
TR000092,6109.10.0040,"T-shirts, singlets and other vests, of cotton",Microsoft Corporation,South Korea,KR,36.01,8.38,3.02,0.12,1.06,40.21,"79.1% Steel, 20.9% Aluminum",Steel,7676,36.01,276391.4,2025-04-14,"New York, NY",CPTPP,Bangladesh,0.0,0.0,High,Under Review,2025-07-18 11:51:22
TR000093,9505.10.4000,Christmas articles,Microsoft Corporation,United Kingdom,GB,130.36,5.07,6.6,0.45,0.64,138.05,"98.5% Silicone, 1.5% Nylon",Silicone,3727,130.36,485835.21,2023-10-31,"New York, NY",KORUS,Vietnam,0.0,0.0,Medium,Compliant,2025-07-18 11:51:22
TR000094,7323.10.0000,Iron or steel wool; pot scourers and scouring pads,Adidas AG,Indonesia,ID,48.74,10.69,5.21,0.17,0.2,54.33,"97.0% Cotton, 3.0% Rubber",Cotton,5448,48.74,265544.32,2024-10-24,"Los Angeles, CA",No,Canada,10.69,28389.92,Low,Compliant,2025-07-18 11:51:22
TR000095,6211.32.0040,"Track suits, ski suits and swimwear of cotton",Gap Inc.,United Kingdom,GB,38.32,3.58,1.37,0.13,1.77,41.6,"63.0% Nylon, 37.0% Steel",Nylon,6290,38.32,241045.57,2023-10-28,"Miami, FL",CPTPP,Mexico,1.48,3563.52,Medium,Compliant,2025-07-18 11:51:22
TR000096,4421.99.9780,Other articles of wood,Macy's Inc.,Bangladesh,BD,68.45,16.4,11.23,0.24,1.61,81.53,"83.4% Aluminum, 16.6% Polyester",Aluminum,2803,68.45,191876.25,2024-12-11,"Seattle, WA",CPTPP,United Kingdom,13.6,26099.56,Medium,Under Review,2025-07-18 11:51:22
TR000097,8310.00.0000,"Sign-plates, name-plates, address-plates and similar plates",Target Corporation,France,FR,110.7,5.42,6.0,0.38,2.3,119.37,"98.3% Cotton, 1.7% Silicone",Cotton,5163,110.7,571526.32,2023-09-26,"Seattle, WA",No,Bangladesh,0.0,0.0,Low,Under Review,2025-07-18 11:51:22
TR000098,8543.70.9860,Other electrical machines and apparatus,Dell Technologies,China,CN,50.68,13.45,6.82,0.18,0.51,58.18,"85.9% Silicone, 14.1% Nylon",Silicone,3819,50.68,193551.43,2025-02-15,"Los Angeles, CA",No,France,9.95,19256.19,Medium,Non-Compliant,2025-07-18 11:51:22
TR000099,8310.00.0000,"Sign-plates, name-plates, address-plates and similar plates",Under Armour Inc.,Italy,IT,53.33,3.63,1.94,0.18,1.5,56.95,"63.1% Nylon, 36.9% Cotton",Nylon,4935,53.33,263164.59,2025-04-04,"Houston, TX",KORUS,Thailand,0.0,0.0,Medium,Under Review,2025-07-18 11:51:22
TR000100,7616.99.1000,Other articles of aluminum,Toyota Motor Corporation,Italy,IT,122.16,0.27,0.34,0.42,1.74,124.66,"66.5% Polyester, 33.5% Cotton",Polyester,1681,122.16,205354.92,2025-06-29,"Charleston, SC",No,Philippines,0.0,0.0,High,Compliant,2025-07-18 11:51:22
TR000101,3402.20.0000,Cleaning preparations put up for retail sale,Costco Wholesale,Brazil,BR,11.89,17.02,2.02,0.04,2.36,16.32,"76.7% Polyester, 23.3% Steel",Polyester,4904,11.89,58318.16,2024-10-09,"Norfolk, VA",No,Thailand,7.72,4505.05,Medium,Compliant,2025-07-18 11:51:22
TR000102,8543.70.9860,Other electrical machines and apparatus,Cisco Systems,Indonesia,ID,139.94,7.96,11.14,0.48,2.18,153.75,"61.8% Leather, 38.2% Silicone",Leather,1115,139.94,156036.34,2023-08-19,"Charleston, SC",CPTPP,Japan,3.06,4773.98,Low,Under Review,2025-07-18 11:51:22
TR000103,6110.20.2025,"Sweaters, pullovers of cotton",Walmart Inc.,Canada,CA,56.78,0.0,0.0,0.2,2.05,59.02,"99.5% Silicone, 0.5% Rubber",Silicone,7549,56.78,428641.83,2024-11-09,"Houston, TX",Yes,Brazil,0.0,0.0,Medium,Non-Compliant,2025-07-18 11:51:22
TR000104,9505.10.4000,Christmas articles,Bain & Company,China,CN,57.44,18.86,10.84,0.2,2.43,70.91,"93.7% Steel, 6.3% Aluminum",Steel,4100,57.44,235517.05,2024-01-22,"Norfolk, VA",No,Italy,14.76,34769.19,High,Under Review,2025-07-18 11:51:22
TR000105,4016.99.6000,Other articles of vulcanized rubber,LG Electronics,Bangladesh,BD,41.37,8.6,3.56,0.14,0.24,45.31,"94.6% Silicone, 5.4% Glass",Silicone,2100,41.37,86886.15,2024-06-14,"Norfolk, VA",No,Taiwan,0.0,0.0,High,Compliant,2025-07-18 11:51:22
TR000106,6505.00.6045,"Hats and other headgear, knitted or crocheted",Nike Inc.,Turkey,TR,80.38,4.0,3.21,0.28,1.9,85.78,"96.5% Plastic, 3.5% Nylon",Plastic,7290,80.38,586004.96,2024-11-12,"Seattle, WA",CPTPP,Brazil,0.0,0.0,Medium,Compliant,2025-07-18 11:51:22
TR000107,9503.00.0071,"Tricycles, scooters, pedal cars and similar wheeled toys",Bain & Company,Vietnam,VN,67.86,7.6,5.16,0.24,0.41,73.66,"98.2% Rubber, 1.8% Glass",Rubber,816,67.86,55370.78,2024-07-10,"Seattle, WA",No,Italy,3.5,1937.9,Low,Non-Compliant,2025-07-18 11:51:22
TR000108,3923.30.0080,"Carboys, bottles, flasks and similar articles",General Motors,China,CN,31.48,16.45,5.18,0.11,2.21,38.97,"90.3% Rubber, 9.7% Nylon",Rubber,3519,31.48,110780.0,2023-08-23,"Long Beach, CA",No,United Kingdom,13.65,15116.71,Medium,Compliant,2025-07-18 11:51:22
TR000109,4819.40.0040,"Other sacks and bags, including cones, of paper",Honda Motor Co.,Turkey,TR,124.79,0.0,0.0,0.43,0.84,126.06,"92.7% Polyester, 7.3% Leather",Polyester,8527,124.79,1064084.65,2023-11-26,"Miami, FL",No,United Kingdom,0.0,0.0,High,Compliant,2025-07-18 11:51:22
TR000110,4819.40.0040,"Other sacks and bags, including cones, of paper",Adidas AG,Mexico,MX,84.36,1.56,1.32,0.29,2.2,88.18,"76.1% Plastic, 23.9% Aluminum",Plastic,4819,84.36,406531.93,2024-07-22,"New York, NY",Yes,Germany,0.0,0.0,Low,Compliant,2025-07-18 11:51:22
TR000111,8708.29.5090,Other parts and accessories of motor vehicles,Nike Inc.,South Korea,KR,117.81,1.48,1.75,0.41,1.63,121.6,"92.2% Steel, 7.8% Cotton",Steel,6981,117.81,822416.99,2025-02-20,"Seattle, WA",No,Bangladesh,0.0,0.0,Medium,Compliant,2025-07-18 11:51:22
TR000112,7117.11.0000,Cuff links and studs of base metal,Dell Technologies,Thailand,TH,52.91,7.99,4.23,0.18,1.52,58.84,"75.7% Plastic, 24.3% Glass",Plastic,7102,52.91,375786.99,2023-08-16,"Long Beach, CA",No,Taiwan,0.0,0.0,Low,Non-Compliant,2025-07-18 11:51:22
TR000113,6116.10.1700,"Gloves, mittens and mitts, impregnated with plastics",Bain & Company,Canada,CA,14.1,0.0,0.0,0.05,1.84,16.0,"81.9% Plastic, 18.1% Silicone",Plastic,7748,14.1,109284.09,2024-08-24,"Long Beach, CA",Yes,Malaysia,0.0,0.0,Medium,Compliant,2025-07-18 11:51:22
TR000114,3923.30.0080,"Carboys, bottles, flasks and similar articles",Unilever,Indonesia,ID,93.5,9.63,9.0,0.32,2.17,105.0,"98.0% Cotton, 2.0% Silicone",Cotton,7143,93.5,667884.51,2024-03-20,"Long Beach, CA",No,Italy,5.53,36911.11,Medium,Non-Compliant,2025-07-18 11:51:22
TR000115,8414.51.0000,Ceiling fans,Nestle SA,Brazil,BR,69.17,18.97,13.12,0.24,2.12,84.65,"90.8% Steel, 9.2% Silicone",Steel,6071,69.17,419945.32,2024-05-29,"Charleston, SC",CPTPP,United Kingdom,16.17,67900.5,Low,Compliant,2025-07-18 11:51:22
TR000116,6116.10.1700,"Gloves, mittens and mitts, impregnated with plastics",Nissan Motor Co.,Japan,JP,74.15,5.67,4.2,0.26,0.89,79.49,"85.3% Aluminum, 14.7% Steel",Aluminum,2006,74.15,148737.69,2025-01-31,"Houston, TX",No,Turkey,0.0,0.0,Medium,Compliant,2025-07-18 11:51:22
TR000117,6505.00.6045,"Hats and other headgear, knitted or crocheted",Unilever,Vietnam,VN,80.82,8.43,6.82,0.28,1.2,89.12,"83.4% Glass, 16.6% Nylon",Glass,6190,80.82,500281.25,2025-05-28,"Charleston, SC",KORUS,Turkey,2.63,13180.46,Low,Compliant,2025-07-18 11:51:22
TR000118,4819.40.0040,"Other sacks and bags, including cones, of paper",Toyota Motor Corporation,Indonesia,ID,27.69,11.33,3.14,0.1,0.93,31.85,"95.9% Rubber, 4.1% Polyester",Rubber,3366,27.69,93208.15,2023-11-29,"Los Angeles, CA",No,Italy,7.23,6741.93,Low,Non-Compliant,2025-07-18 11:51:22
TR000119,8305.20.0000,Staples in strips,Coca-Cola Company,Thailand,TH,77.53,7.42,5.75,0.27,2.44,85.98,"84.1% Polyester, 15.9% Aluminum",Polyester,7670,77.53,594638.15,2024-07-25,"Miami, FL",No,Malaysia,0.0,0.0,Low,Non-Compliant,2025-07-18 11:51:22
TR000120,8305.20.0000,Staples in strips,Macy's Inc.,United Kingdom,GB,52.47,1.79,0.94,0.18,0.18,53.77,"81.9% Silicone, 18.1% Steel",Silicone,6476,52.47,339789.71,2024-07-15,"Houston, TX",CPTPP,Philippines,0.0,0.0,High,Compliant,2025-07-18 11:51:22
TR000121,7326.90.8588,Other articles of iron or steel,Mercedes-Benz Group,Germany,DE,53.72,5.29,2.84,0.19,2.25,59.0,"65.1% Polyester, 34.9% Plastic",Polyester,7340,53.72,394310.14,2025-07-03,"Charleston, SC",CPTPP,Japan,0.39,1540.28,Medium,Compliant,2025-07-18 11:51:22
TR000122,9404.90.9505,"Pillows, cushions and similar articles",Costco Wholesale,China,CN,103.32,15.12,15.62,0.36,1.33,120.63,"66.3% Steel, 33.7% Glass",Steel,4243,103.32,438402.95,2025-01-15,"Norfolk, VA",No,Philippines,6.92,30323.23,High,Under Review,2025-07-18 11:51:22
TR000123,6217.10.1000,Accessories of apparel,Cisco Systems,Pakistan,PK,9.63,12.3,1.18,0.03,0.76,11.61,"92.2% Polyester, 7.8% Steel",Polyester,1376,9.63,13252.47,2024-07-05,"Los Angeles, CA",KORUS,Japan,7.4,980.65,Medium,Non-Compliant,2025-07-18 11:51:22
TR000124,7013.49.2000,Glassware for table or kitchen use,General Motors,Mexico,MX,138.64,2.15,2.98,0.48,0.67,142.77,"90.4% Nylon, 9.6% Steel",Nylon,2225,138.64,308483.44,2024-09-05,"Miami, FL",Yes,Thailand,0.0,0.0,Low,Compliant,2025-07-18 11:51:22
TR000125,6204.63.3510,Women's or girls' trousers of cotton,Home Depot,Philippines,PH,69.65,8.83,6.15,0.24,1.89,77.94,"61.5% Nylon, 38.5% Polyester",Nylon,5226,69.65,363985.36,2024-08-20,"Charleston, SC",KORUS,Thailand,0.0,0.0,Medium,Under Review,2025-07-18 11:51:22
TR000126,8305.20.0000,Staples in strips,Dell Technologies,France,FR,112.57,5.23,5.89,0.39,0.17,119.02,"94.7% Leather, 5.3% Rubber",Leather,7049,112.57,793489.2,2024-09-28,"New York, NY",CPTPP,Brazil,0.0,0.0,Medium,Compliant,2025-07-18 11:51:22
TR000127,7616.99.1000,Other articles of aluminum,Microsoft Corporation,Pakistan,PK,80.13,15.04,12.05,0.28,0.68,93.14,"70.8% Plastic, 29.2% Silicone",Plastic,9005,80.13,721537.16,2024-01-14,"Charleston, SC",No,India,2.24,16177.39,High,Compliant,2025-07-18 11:51:22
TR000128,9615.11.1000,"Combs, hair-slides and the like of hard rubber",Johnson & Johnson,Pakistan,PK,13.84,16.48,2.28,0.05,1.38,17.55,"69.3% Cotton, 30.7% Nylon",Cotton,3696,13.84,51138.03,2024-07-10,"Charleston, SC",No,Italy,12.38,6330.48,Low,Compliant,2025-07-18 11:51:22
TR000129,9506.62.4000,Inflatable balls,Porsche AG,Canada,CA,89.24,0.0,0.0,0.31,1.73,91.28,"91.6% Cotton, 8.4% Polyester",Cotton,9461,89.24,844319.24,2025-06-26,"Seattle, WA",Yes,Malaysia,0.0,0.0,Low,Non-Compliant,2025-07-18 11:51:22
TR000130,8528.72.6400,Reception apparatus for television,Bain & Company,Mexico,MX,13.49,2.55,0.34,0.05,1.39,15.27,"83.5% Silicone, 16.5% Plastic",Silicone,8043,13.49,108536.93,2025-06-23,"Charleston, SC",Yes,Indonesia,0.0,0.0,Medium,Compliant,2025-07-18 11:51:22
TR000131,7323.10.0000,Iron or steel wool; pot scourers and scouring pads,Amazon.com Inc.,China,CN,57.13,18.16,10.37,0.2,0.91,68.61,"96.0% Steel, 4.0% Rubber",Steel,1861,57.13,106312.43,2025-05-07,"Houston, TX",No,Thailand,8.86,9418.08,High,Compliant,2025-07-18 11:51:22
TR000132,8517.12.0020,Telephones for cellular networks,Bain & Company,China,CN,37.03,19.17,7.1,0.13,1.3,45.55,"73.2% Aluminum, 26.8% Plastic",Aluminum,9604,37.03,355643.77,2025-02-01,"Seattle, WA",No,Taiwan,7.77,27641.6,Medium,Compliant,2025-07-18 11:51:22
TR000133,8517.12.0020,Telephones for cellular networks,BMW Group,Brazil,BR,127.7,15.89,20.29,0.44,0.31,148.74,"92.2% Silicone, 7.8% Polyester",Silicone,3835,127.7,489718.83,2024-03-30,"New York, NY",CPTPP,Italy,11.79,57725.72,Medium,Non-Compliant,2025-07-18 11:51:22
TR000134,8536.69.4000,Plugs and sockets for coaxial cables,Adidas AG,India,IN,134.57,8.24,11.09,0.47,0.29,146.42,"81.0% Nylon, 19.0% Glass",Nylon,1163,134.57,156500.76,2024-07-13,"Los Angeles, CA",KORUS,Bangladesh,0.0,0.0,Medium,Compliant,2025-07-18 11:51:22
TR000135,6109.10.0040,"T-shirts, singlets and other vests, of cotton",Honda Motor Co.,Italy,IT,137.65,4.45,6.12,0.48,0.11,144.36,"99.0% Leather, 1.0% Nylon",Leather,2651,137.65,364911.86,2024-09-17,"New York, NY",CPTPP,Germany,1.25,4553.85,Low,Compliant,2025-07-18 11:51:22
TR000136,9018.32.0000,Tubular metal needles,Amazon.com Inc.,Canada,CA,108.57,0.0,0.0,0.38,2.07,111.02,"88.7% Rubber, 11.3% Polyester",Rubber,6416,108.57,696604.15,2025-06-05,"Houston, TX",Yes,Japan,0.0,0.0,High,Compliant,2025-07-18 11:51:22
TR000137,6116.10.1700,"Gloves, mittens and mitts, impregnated with plastics",Intel Corporation,Canada,CA,115.54,0.0,0.0,0.4,0.55,116.49,"72.9% Silicone, 27.1% Steel",Silicone,9015,115.54,1041585.83,2024-04-01,"Miami, FL",Yes,India,0.0,0.0,High,Compliant,2025-07-18 11:51:22
TR000138,9506.62.4000,Inflatable balls,Microsoft Corporation,France,FR,76.39,5.32,4.06,0.26,0.68,81.39,"64.6% Plastic, 35.4% Nylon",Plastic,6333,76.39,483763.63,2023-10-10,"Charleston, SC",CPTPP,Bangladesh,0.0,0.0,Medium,Under Review,2025-07-18 11:51:22
TR000139,4421.99.9780,Other articles of wood,Coca-Cola Company,India,IN,76.16,12.37,9.42,0.26,2.34,88.19,"72.8% Aluminum, 27.2% Nylon",Aluminum,3844,76.16,292768.81,2025-07-06,"Houston, TX",No,South Korea,5.67,16608.93,High,Under Review,2025-07-18 11:51:22
TR000140,8471.30.0100,Portable automatic data processing machines,HP Inc.,Mexico,MX,55.7,2.38,1.32,0.19,1.19,58.41,"81.9% Polyester, 18.1% Rubber",Polyester,9965,55.7,555050.07,2025-05-09,"New York, NY",Yes,Turkey,0.0,0.0,Low,Non-Compliant,2025-07-18 11:51:22
TR000141,6109.10.0040,"T-shirts, singlets and other vests, of cotton",PepsiCo Inc.,Japan,JP,102.38,3.7,3.78,0.35,1.92,108.45,"83.8% Silicone, 16.2% Glass",Silicone,3590,102.38,367560.92,2025-01-08,"New York, NY",CPTPP,Pakistan,0.0,0.0,High,Under Review,2025-07-18 11:51:22
TR000142,3924.90.5600,"Other household articles and toilet articles, of plastics",General Electric,Vietnam,VN,52.66,10.02,5.28,0.18,2.33,60.45,"93.2% Steel, 6.8% Aluminum",Steel,335,52.66,17639.69,2024-04-13,"New York, NY",KORUS,France,6.52,1150.2,Low,Compliant,2025-07-18 11:51:22
TR000143,8302.30.3000,"Other mountings, fittings and similar articles",General Electric,Italy,IT,148.64,5.47,8.13,0.51,0.59,157.88,"75.2% Plastic, 24.8% Polyester",Plastic,2660,148.64,395392.92,2024-05-20,"Seattle, WA",No,Indonesia,0.0,0.0,High,Compliant,2025-07-18 11:51:22
TR000144,7117.11.0000,Cuff links and studs of base metal,Stanley Black & Decker,France,FR,111.3,3.21,3.57,0.39,1.48,116.74,"93.7% Glass, 6.3% Silicone",Glass,8107,111.3,902289.13,2025-04-06,"Houston, TX",No,South Korea,0.0,0.0,Medium,Compliant,2025-07-18 11:51:22
TR000145,7323.93.0060,"Table, kitchen or other household articles of stainless steel",Best Buy Co.,Pakistan,PK,120.03,15.16,18.2,0.42,2.08,140.73,"67.5% Cotton, 32.5% Plastic",Cotton,2998,120.03,359852.34,2024-09-12,"Miami, FL",No,Thailand,5.86,21101.14,High,Compliant,2025-07-18 11:51:22
TR000146,9403.60.8081,Wooden furniture for bedrooms,Dell Technologies,United Kingdom,GB,99.95,4.19,4.19,0.35,1.36,105.84,"74.4% Plastic, 25.6% Nylon",Plastic,1165,99.95,116438.24,2023-10-19,"Norfolk, VA",No,South Korea,0.0,0.0,Medium,Compliant,2025-07-18 11:51:22
TR000147,3924.90.5600,"Other household articles and toilet articles, of plastics",Apple Inc.,Bangladesh,BD,66.15,15.9,10.52,0.23,1.0,77.9,"78.5% Glass, 21.5% Polyester",Glass,6665,66.15,440894.21,2024-09-17,"Long Beach, CA",No,Vietnam,7.4,32636.88,High,Compliant,2025-07-18 11:51:22
TR000148,9505.10.4000,Christmas articles,KPMG,Germany,DE,81.2,2.38,1.94,0.28,1.15,84.57,"83.1% Leather, 16.9% Silicone",Leather,2292,81.2,186104.14,2024-08-07,"Norfolk, VA",CPTPP,Indonesia,0.0,0.0,Low,Non-Compliant,2025-07-18 11:51:22
TR000149,7326.90.8588,Other articles of iron or steel,Unilever,Pakistan,PK,81.76,13.62,11.14,0.28,2.28,95.46,"85.0% Leather, 15.0% Polyester",Leather,2070,81.76,169245.59,2024-03-12,"Norfolk, VA",KORUS,Philippines,5.42,9175.89,Low,Compliant,2025-07-18 11:51:22
TR000150,9404.90.9505,"Pillows, cushions and similar articles",Under Armour Inc.,Canada,CA,65.01,0.0,0.0,0.23,0.9,66.14,"89.2% Cotton, 10.8% Polyester",Cotton,5667,65.01,368431.26,2025-04-01,"Houston, TX",Yes,Taiwan,0.0,0.0,Low,Compliant,2025-07-18 11:51:22
TR000151,6307.90.9889,"Other made up articles, including dress patterns",Oracle Corporation,Bangladesh,BD,25.43,15.15,3.85,0.09,2.21,31.57,"79.8% Polyester, 20.2% Cotton",Polyester,8769,25.43,222962.77,2024-06-15,"Miami, FL",No,Thailand,5.85,13034.87,Medium,Non-Compliant,2025-07-18 11:51:22
TR000152,9507.30.2000,Fishing reels,Ford Motor Company,Malaysia,MY,23.18,8.26,1.92,0.08,0.85,26.02,"69.9% Silicone, 30.1% Glass",Silicone,1050,23.18,24334.16,2025-04-05,"Seattle, WA",No,Brazil,0.0,0.0,High,Compliant,2025-07-18 11:51:22
TR000153,7117.11.0000,Cuff links and studs of base metal,Coca-Cola Company,China,CN,21.9,15.7,3.44,0.08,0.59,26.0,"88.6% Nylon, 11.4% Polyester",Nylon,4712,21.9,103181.65,2023-12-05,"Miami, FL",KORUS,Brazil,0.0,0.0,High,Under Review,2025-07-18 11:51:22
TR000154,6307.90.9889,"Other made up articles, including dress patterns",Coca-Cola Company,India,IN,123.28,12.1,14.92,0.43,0.37,138.99,"93.9% Leather, 6.1% Cotton",Leather,6459,123.28,796252.39,2025-03-03,"Long Beach, CA",KORUS,Italy,8.0,63739.58,High,Compliant,2025-07-18 11:51:22
TR000155,9403.60.8081,Wooden furniture for bedrooms,HP Inc.,Brazil,BR,90.79,17.96,16.3,0.31,1.31,108.72,"81.6% Polyester, 18.4% Steel",Polyester,2471,90.79,224346.3,2023-07-18,"Miami, FL",KORUS,Mexico,15.86,35577.46,Medium,Compliant,2025-07-18 11:51:22
TR000156,6506.10.6000,Safety headgear,Audi AG,Bangladesh,BD,96.35,15.43,14.86,0.33,1.77,113.32,"81.7% Plastic, 18.3% Leather",Plastic,2216,96.35,213515.08,2024-08-09,"Long Beach, CA",No,France,11.93,25467.44,High,Compliant,2025-07-18 11:51:22
TR000157,7013.37.2000,Drinking glasses of lead crystal,General Electric,United Kingdom,GB,124.11,4.75,5.89,0.43,2.4,132.83,"73.7% Plastic, 26.3% Leather",Plastic,6266,124.11,777650.86,2023-09-29,"Long Beach, CA",No,India,0.0,0.0,Low,Compliant,2025-07-18 11:51:22
TR000158,6110.20.2025,"Sweaters, pullovers of cotton",Mercedes-Benz Group,South Korea,KR,23.43,8.01,1.88,0.08,1.51,26.89,"80.2% Glass, 19.8% Rubber",Glass,1084,23.43,25393.82,2024-05-09,"New York, NY",No,United Kingdom,5.21,1322.7,Medium,Non-Compliant,2025-07-18 11:51:22
TR000159,8310.00.0000,"Sign-plates, name-plates, address-plates and similar plates",Toyota Motor Corporation,Japan,JP,38.77,4.79,1.86,0.13,1.84,42.61,"83.7% Nylon, 16.3% Aluminum",Nylon,7247,38.77,280997.51,2024-09-15,"Seattle, WA",No,Germany,1.59,4464.57,Low,Under Review,2025-07-18 11:51:22
TR000160,8708.29.5090,Other parts and accessories of motor vehicles,General Electric,Philippines,PH,138.41,11.76,16.28,0.48,1.8,156.97,"66.1% Steel, 33.9% Cotton",Steel,8895,138.41,1231189.48,2023-12-25,"New York, NY",No,Italy,7.66,94362.39,Medium,Compliant,2025-07-18 11:51:22
TR000161,6109.10.0040,"T-shirts, singlets and other vests, of cotton",General Motors,Pakistan,PK,56.48,15.28,8.63,0.2,0.27,65.57,"63.1% Steel, 36.9% Polyester",Steel,3468,56.48,195866.01,2024-10-07,"New York, NY",KORUS,France,11.78,23074.09,Medium,Under Review,2025-07-18 11:51:22
TR000162,8536.69.4000,Plugs and sockets for coaxial cables,Ferrari N.V.,France,FR,17.43,3.32,0.58,0.06,2.46,20.53,"93.6% Cotton, 6.4% Silicone",Cotton,9497,17.43,165524.05,2024-09-28,"Charleston, SC",No,Italy,0.0,0.0,High,Compliant,2025-07-18 11:51:22
TR000163,6109.10.0040,"T-shirts, singlets and other vests, of cotton",Hyundai Motor Company,Germany,DE,125.7,4.76,5.99,0.44,0.9,133.02,"72.5% Polyester, 27.5% Leather",Polyester,6614,125.7,831412.03,2025-03-19,"New York, NY",KORUS,South Korea,0.0,0.0,Low,Compliant,2025-07-18 11:51:22
TR000164,9507.30.2000,Fishing reels,Accenture PLC,Germany,DE,8.69,0.0,0.0,0.03,0.9,9.62,"92.1% Nylon, 7.9% Glass",Nylon,4312,8.69,37457.76,2024-10-12,"Long Beach, CA",No,Pakistan,0.0,0.0,Medium,Under Review,2025-07-18 11:51:22
TR000165,4421.99.9780,Other articles of wood,Porsche AG,Bangladesh,BD,90.76,16.56,15.03,0.31,0.37,106.47,"76.6% Glass, 23.4% Cotton",Glass,1725,90.76,156554.74,2024-12-02,"Seattle, WA",No,Pakistan,2.46,3849.84,Low,Non-Compliant,2025-07-18 11:51:22
TR000166,6806.10.0000,"Slag wool, rock wool and similar mineral wools",Volkswagen AG,Turkey,TR,52.37,5.34,2.8,0.18,1.87,57.22,"78.1% Steel, 21.9% Aluminum",Steel,9246,52.37,484208.43,2024-12-04,"Long Beach, CA",No,Mexico,3.24,15689.52,High,Compliant,2025-07-18 11:51:22
TR000167,4016.99.6000,Other articles of vulcanized rubber,KPMG,Philippines,PH,68.14,9.46,6.44,0.24,0.44,75.26,"67.1% Leather, 32.9% Rubber",Leather,2090,68.14,142411.99,2023-09-05,"New York, NY",No,Japan,4.56,6488.69,Medium,Compliant,2025-07-18 11:51:22
TR000168,8517.12.0020,Telephones for cellular networks,IBM Corporation,United Kingdom,GB,42.0,4.88,2.05,0.15,0.63,44.82,"68.5% Polyester, 31.5% Nylon",Polyester,1066,42.0,44771.23,2024-10-15,"Seattle, WA",No,Pakistan,0.0,0.0,Medium,Compliant,2025-07-18 11:51:22
